Score,Summary
4,One of the best flavored k-cups
2,Great Taste!
3,coffee pod
3,"Interesting flavor, brew small cup"
4,Nice flavour
0,yuck
4,wonderful flavored coffee
3,Good N Strong
1,Tasted like bitter oranges
2,Wolfgang Puck Sorrento K-cups
4,smooth/rich
4,Awesome Taste
2,Bland
2,Possible K-cup Problem
2,Just OK
4,K-Cup Fan
3,Delicious....
4,light vanilla flavor
4,Great coffee
4,good coffee
4,Perfect Espresso K-Cup
4,One of my favorites
4,Excellent coffee
3,"smooth, mild flavor - not as strongly flavored as other brands"
3,Medium Roast. Touch of Sweetness. Not Acidic.  Great with Milk.
2,Just Okay - Hidden Decaf.
0,Flavored cofffee?
0,Jamaica Me Crazy Terrible
0,Don't waste your money or your Keurig on this!
0,What a waste of money!
0,bad tasting coffee
4,A pleasing cup of coffee
1,"Nice flavor, but very weak"
2,weak
2,"Meh...Okay, Not Great"
4,Great find!
1,crazy flavor combination.
0,Overpowering flavor and watery- Coffee lovers beware
0,What a disappointment
0,Ewwwww!!!!
0,not good
0,Really???
1,No flavor - very weak
0,bitter
1,Not a fan of this blend
0,WORST COFFEE I'VE EVER HAD!
0,Hazelnut?!?
1,Mediocre
3,"good coffee, good deal"
0,Simply - It's terrible
0,Horrible
4,Terrrrific!!
4,Just got the coffee... LOVE IT!!!
3,Satisfying!
0,Never got a chance...and still climbing
1,Bitter w/ overtones of cardboard
0,The WORST coffee !
2,Wolfgang K-cup
0,Taste like old socks
2,Can't offer much guidance
0,Yuk!  Twangy aftertaste and weak coffee make this one to avoid.
3,Not Extra Bold
0,horrible coffee
4,Great balance
2,"Disappointed, this is not BOLD coffee"
3,"Good stuff, but overpriced"
2,Average offering from Wolfgang Puck
2,Average quality French roast
4,Great mild cup of coffee
3,Well-rounded but weak
1,nothing special
3,Best Iced K-Cup I've Had!
4,"Pleasant, smooth and flavorful cup of coffee"
4,pretty good for decaf
4,Wonderfully yummy
4,Exquisitely Flavored Medium Coffee
0,WARNING... this is a strongly FLAVORED coffee
4,Dee-lish
4,The Best Hazelnut K-Cup!
4,great coffee
4,Best K-cup Coffee!
4,Wolfgang Puck Decaf can't miss!
4,What a great cup of coffee
4,Enjoyable flavor!
4,great decaf coffee!
4,My Favorite K-Cup
2,Unremarkable
3,Light Coconut Flavored Coffee.
4,Rodeo Drive - delicious coffee
3,Pretty Good Decaf
2,Not my favorite
4,K cup Coffee
4,Wolfgang Puck coffee rodeo drive blend medium roast K-cup for keurig
4,Jamaica Me Happy!
4,Nice mellow cup of coffee!
4,So good!
4,New favorite!
4,One of the best K-cups
3,Mild and Flavorful
4,Rich Tasting Coffee
4,A Winner cup of coffee!
4,K-Cup Fan
2,Wolfgang Puck coffee for Keurig maker
4,Colombian decaf
4,Good Stuff
4,Great Coffee
1,barely any vanilla aroma or flavor
2,OK coffee but not the best by far
4,Good stuff!
3,Wolfgang Puck Coffee - Sumatra Kopi Raya for Keurig
4,Tastes great
3,Best caramel K-cup!
4,Love Love Love This Coffee!!!
3,one of the better K cups I've tried
4,Delicious
4,Favorite!!!
2,Almost Bitter
4,Breakfast Delight
3,Successful experiment!
2,Okay but not great
2,Tasty but Expensive
3,"Great, but not perfect"
3,Spicy sweetness!
3,"Great shelf life, very good for general use"
4,Greatest stuff on the planet
4,Awesome tofu @ a great price!
4,very satisfied.
4,Awesome tofu
4,"Wonderful, easy to cook with."
3,Convenient
3,"Good product, but by the case, date's a little old ..."
4,great product.
3,Pretty Good
4,Like it a lot
4,Good product
4,"So convenient, no refrigeration needed!"
4,GOOD TOFU
4,Easy vegan menu item
4,vegan dream!
3,It's good
4,At last we find a food fit for human consumption
2,"Wet, Soft for Firm, Tofu"
3,"Taste like granola, not sugar"
4,Delicious and sugar free.
3,Strong Green Tea
2,Disagreeable Taste
4,Delicious Alternative to Sugar
4,Great Price for Great Sweetener!
0,Cost too much
0,Be cautious
4,Raspberry Dream Tea
4,Really Good Juice!
4,"Gluten free, vegan, kosher, and very concentrated."
4,Agar Powder
3,Very good for making jello
3,Its agar
4,Great Vegan Alternative
4,Works well.
4,"100% Agar. Good price, worked well as a food stablizer."
3,Good ~
4,Excellent!
3,Jeri in CA
1,AGAR
4,Better than Oreos
3,Pretty good chicken gumbo
4,A good soup on cold nights
4,Addictive and tasty
4,Great Tasting Crackers!
2,Duck Rillettes - not much flavor
4,Awesome
4,"Great Acai-grape flavor, it gave me lots of ENERGY!"
3,very good!
2,Product description wrong!
4,The tea is fresh and the taste is great!
2,A decent spice rub for red meats...
4,Slightly Spicy
4,Best steak rub ever!
1,Wholly underwhelming
4,Delicious and Easy
4,Aguas Frescas
4,Great glass!  Great Tea!
4,Tea travel mug gift
4,great gift!
3,Handy product!!
4,Best GF Pasta.
0,"I just recieved the product (Oct. 20, 2009)"
4,delicious on salads and in baking
4,Classy product
3,Delightful aroma from this oil!
4,Tasty
4,My favorite oil
3,Great value and taste
0,Overpriced - not 18lb bags!
3,Great grain free food
0,The shipping cost is a joke.
4,Low-cost Latte
4,Much better than I expected
4,SOOOoo Good and VERY versitile
4,Incredible!! Fantastic!
4,"Versatile ""must-have"" for your pantry"
4,The best espresso out there...
4,Quick and easy latte at home
3,$4.49 at Whole Foods
0,Twice the Price as in Stores
4,Great product!
4,Great to have on hand
4,great coffee but Amazon's price is too high
4,Why is the coffee so expensive at Amazon?
3,Coffee is excellent; price here is confusing -- $21.99 for 2 ounces?
4,Easy to order; great in recipes
4,homemade caramel macchiatos!
2,comment after finish
4,Great for baking!
4,"for those that drink ""fresh ground only"""
4,Starbucks be gone!
4,Mmmmmm...
4,This seller Action Packaged is over-priced!
2,thank you
4,Tasty plus convenient to make at work
4,It was just what I wanted!
4,Unbeleivable strong flavor for an instant coffee-Love it!
4,Medaglia D'Oro Instant Espresso Coffee
4,Instant Expresso for Cooking
4,Take a moment for yourself.
4,The easiest GOOD coffee ever
4,"Wonderful flavor. Used by  ""Everyday Italian""."
0,The Worst Coffee
0,This stuff is nasty
4,French Roast Coffee
4,a wonderful treat for the pups
2,Mediocre
4,Awesome
4,Delicious!
4,Great Sauce
4,"Roses Lime Juice the ""Original"""
2,"Good, but not great"
3,"Not real wasabi, but butter than what's available."
4,Beat size for this product
3,"Good, but no comparison to other WOW's!"
2,Eh...
4,Yummy- great for parties.
4,This are so good.
4,Economical and my cat loves it
4,"Less expensive, high quality food"
4,Dog Approved
4,Very Pleased!
4,My cockapoo loves it!
4,Great raw diet food for on the go!
4,Even cats love it...
4,A must try for picky eaters!!
4,The best decaf ever
3,Excellent decaf
4,It's decaf AND excellent!
4,Great Decaf
3,Excellent product and price
4,excellent coffee
4,Excellent Decaf Espresso!
4,Great coffee - and I am very picky
3,Lavazza decaf Espresso ground coffee
4,It is hard to believe that this is decaffeinated.
4,Perfect espresso
4,Turned me into an espresso lover
3,A solid Decaf
4,"Lavazza & Amazon, you rock!"
1,Tastes processed
4,delicious chocolatey taste
4,Decaf Espresso
4,Just like at a restaurant
4,decaaff for you
4,Smooth to the last drop
2,Decent
4,Perfect every cup
3,Good value for money.
4,Best coffee ever!
4,Better than pricey coffee shop coffee!
4,Guess it's a matter of taste...
4,Great coffee.....
4,good decaf espresso
2,decaf espresso
0,Just not real espresso
0,Nothing like Starbucks coffee
1,Don't be fooled by the word Espresso
4,The black bean rules!
4,This is an amazing Jelly Bean
0,Not what I thought
4,Jelly Belly
4,Great for busy families
4,Happymorning Super Banana
4,Perfect fo my little dog
4,"Small biscuit,big love"
4,my dog loves these
4,real Diet Dr. Pepper
4,my cats love this product
3,"Wellness canned cat food, case"
1,One dominant flavor that didn't work for me personally
4,"These are NOT granola, but are very good"
1,Cardboard
2,Oatcakes?
4,Whee-Doggy
4,Love It!
1,"On the verge of being good, but something's missing"
4,There is good and then there is wonderful
4,Very easy to get what I want
1,Whew...way to thick. Yuck.
1,Disapointed
4,It didn't kill my baby
4,Buy These Now!
4,"Ate all 8 pieces in &lt;48 hours. Hit the spot for cravings, stomach not so happy..."
4,Best Sugar Free Candy
4,Yum
4,Very fresh tea
4,"Great price, great gift"
2,"Steaks are OK, but bacon doesn't have much flavor"
4,Good tasting and great gift.
0,Plant in a Can
4,A Hit!
4,Excellent service
4,Wonderful pasta!
4,The price is right
4,"Safe, easy to chew, tasty (for dogs)"
4,chewy treats
4,Better than dessicated liver or pepperoni!
4,Healthy tasty treat
4,good dog treats
4,On the Lamb
0,"Tough, brittle, completely dehydrated, and unsafe."
4,Lab loves them
3,Great treat!
4,Dogs love these!
4,The only treats I'll use.
4,Candy for Dogs!!!
4,soft and yummy
4,My picky dog loves these treats!
4,My dog's favorite treats
2,Not happy about this
4,treats
3,treat for dog
4,Very exalant dog treat
4,Great Treats
4,Zuke's Lamb Jerky Treats:  2 paws up!
4,GREAT TREATS
0,Pets don't like this one.
4,Dogs love them!
4,Tasty and good for your dog
4,great treat
3,Terrific for Training
4,Our mini Schnauzer LOVES Zuke's Jerky Naturals!
4,Buster loves these!
4,Good healthy dog treat
4,Yummy Treats!
4,My puppy loves this!
4,Jerky Naturals Dog Treats.Lamb 6oz.
4,Dogs come running!
4,Great treats!
4,Good ingredients and my dog loves em
4,Best dog treat!
3,Bailey's favorite treat
4,My girls love them
4,Big hit with the Labradors
4,Love at First Bite
4,Pick dog pick
4,Loves them
4,Great snacks
4,Loves it!
4,Love this treat!
4,"Dog treats , Lamb"
4,We Love Zukes!
4,My dogs love these
4,One of the dog's favorite treats
4,Dorkie want a treat
3,"Not Really ""Jerky"""
0,Lamb Not Sourced in USA Like Description Says
1,"Ok, but not something they eat with enthusiasm."
4,Excellent tea!
4,excellent choice for my dog's 'special' treat
4,Another Canidae product my dogs love
4,Tea
4,Absolutely delicious coffee!
4,YUMMY
3,Good Stuff
4,Delivers what was promises
2,"My mom said this was not as flavorful as other ""Extra Bolds"""
1,"Weak, even on small cup setting"
1,Really Disappointed
4,Drink The Spirit of Aloha!
0,"Great taste, lousy cup"
1,"If you want a flavored coffee, okay... but otherwise YUK"
4,A favorite at the office
4,Island Escape!
3,Just Right and you will love it!
3,"Good coffee, but lets clear up the flavors?"
2,Not the best
4,Very Smooth Not Acidic
2,Too Mild for Me
4,A must have on my carousel!
2,Wolfgang Puck Columbian
4,Delectable!
2,A strong yet bitter brew
4,Definitely a good breakfast indeed!
2,Decent
3,Milder than expected
4,Breakfast in Bed Coffee K-Cups
3,Enjoyable cup of coffee
4,Smooth and light breakfast coffee
4,Wonderful coffee!
4,IT IS NOT DECAF PEOPLE!!!
0,FLAVORED COFFEE??
0,misleading
0,Non-Flavored coffee drinkers beware!
0,Heavily Flavored - Not For Us
0,"Not Jamaican at all, just another sweet, flavored coffee!"
1,Great name but I didn't care for it
2,"Good, but not my favorite"
1,These K Cups Have ISSUES - Coffee Not Bad
4,Rodeo Drive is Crazy Good Coffee!
3,"Good, but not Wolfgang Puck good"
3,Good Coffee from Amazon.com
1,Tasteless and watery
4,Wonderful K-cups
4,My favorite of the WP K cups.
0,Bad Cups
2,Somewhat disappointing
4,Wolfgang Puck K-cup decaf
1,Bitter taste
4,Wonderful coffee
4,Our favorite k-cup yet
4,My favorite!
4,Great Flavor & Coffee
0,Beware!  Flavored Coffee...
0,so disappointing
4,Yummy Coffee
4,The BEST coffee EVER!!!
1,poorly sealed
2,Decent flavor
1,Tastes like i didn't change the kcup from the last cup
1,K cups disfigured and unusable
4,Wolfgand Puck's Breakfast in Bed Coffee
4,Second favorite
4,"""Breakfast in Bed"" - Great, smooth, medium roast coffee. Confirmed: this is not decaf."
4,Hawaiian Hazelnut Always Out of Stock
2,"Good taste, but seals are loose so they're busting open while brewing"
4,yummy
2,This coffee is DECAF! Just so yah know does not say on page.
3,good vanilla coffee
4,Wolfgang Puck Hawaiian Hazelnut K-Cup Coffee
4,The Sorrento is soothingly smooth good blend!  No after taste!
3,Close to expiration date.
3,Best so far
4,Makes a great cup of coffee
4,Breakfast in bed!
4,excellent taste
4,Best Coffee EvER!!!!
3,Good coffee for strong coffee lovers!
3,"Good, if you like flavored coffee"
4,Woflgang Puck Favorite !!
3,"Great, considering I usually prefer a light/medium roast"
4,MMMMM
4,Wonderful coffee!!
4,Best High-quality K cup
3,Smells amazing!
4,Wolfgang puck coffee vanilla francaise
4,Breakfast in Bed is a treat
4,Love it!
4,Amazing!
4,Wolfgang Puck Breakfast in Bed coffee
4,Bold Great Taste!
4,Great blend to get the day started =)
1,A Loyal Wolfgang Puck Customer
0,Hated it!
2,Good but not perfect
4,wolfgang puck k cup breakfast in bed
4,Smooth coffee taste
4,Delicious Colombian coffee!
3,This is very good!
4,A great cup of coffee
3,thanks!!!
4,Best coffee
4,YUM!
3,"Bold, but Not Teeth Jarring Bold. Nice Flavor and a Nice Cup of Coffee."
4,Solid Medium Roast Coffee with Just a Hint of Bold. Good Flavor. Not Acidic.
3,Another great dark K-cup coffee
2,"Not Outstanding. Light to Medium Roast. Smooth, Not Acidic."
1,This coffee is now DECAFF!
3,Great Cuppa...except
4,our favorite
4,"Outstanding, Bold, Lively Sumatran. best of the K-cups"
3,"A very nice, smooth, Americano style coffee"
4,My favorite k cup
4,BEST COFFEE EVER
4,Coffee Makes Me a Crazy
4,Awesome Coffee
4,My Favorite K-Cup so far!
0,Not good at all!!!!!!!!!!!!!
3,Good Coffee - Great Price
4,YUMMO!  I am a coffee purist
4,Great Coffee
4,Great Coffee!
4,Outstanding!
3,coconut in the morning?
2,Sorry Wolfgang!
2,Just okay
4,Perfect every day coffee.
2,"Too much caramel cream, not enough coffee"
4,"Great Coffee, Great Price"
4,great taste
4,Ahhhh...
3,Pretty good coffee
4,Tastes great
4,Crazy indeed
4,Great Taste and Reasonably Priced
4,Yum Yum
4,Can Wolfgang make a bad k-cup?
4,WOLGANG PUCK FRENCH ROAST
4,Nice French roast
3,Wolfgang's Hazlenut
2,I wouldn't call it bold
4,Wonderful tasting coffee
4,LOVE this!
4,One of my top favorites.
4,Good tasting Coffee
4,Great Coffee !
4,Nice flavorful and full-bodied.
3,Good Columbian
4,Breakfast in Bed review
4,Wolfgang knows how to brew it!
4,The best Hazelnut out there!
4,Great blend of flavor.
3,"Only a 'HINT"" of vanilla"
4,Great flavor
4,great coffee
3,The Best
4,Yum!!
4,I would order again!
4,Makes you feel like you are having breakfast in bed.
4,My favorite hazelnut k-cup!
3,An EXCELLENT hazelnut choice for your Keurig brewer...
1,Where's the caramel creme?
4,Best darn coffee :)
2,Good morning coffee
3,Tasty but defective cups.
2,Sweet Coconut Flavor with A Mild Aftertaste.  Mild to Medium Blend.
4,It's Wolf!
3,"Good, not Great"
4,Best Vanilla  K-Cup Coffee Ever!
4,Delicious!!
4,Wolfgang Puck Breakfast in Bed
4,This is the best
4,My personal favorite K-Kup.
4,Delicious!!
3,good coffee
3,So close to Island Coconut K Cups
4,Favorite!
4,"Wolfgan Puck Coffee,Breakfast in Bed K-cups"
4,One of the Best Mild K-cups Made
4,This coffee is very good.
1,Disappointed
4,Love it!
4,Superb coffee
2,A bit disappointed
3,Surprisingly delicious
4,Best Coffee ever
4,Excellent Good Tasting Coffee
4,Awesome Flavor
4,great coffee!!
2,Good but not a premium coffee
2,Good coffee bad packaging
4,LOVE IT!
3,Good flavor & strength
4,I really like this one!
4,Love this creamy coffee
4,Tasty
2,"Not my favorite, but it came in second"
4,Delicious
4,Good coffee
1,...
2,Wolfgang Puck Dark Roast
1,Very weak
4,My favorite hazelnut coffee
3,"Smells good, tastes good!"
4,Jamica Me Crazy.....So Good!
4,My favorite K-Cup yet!
4,First but not last time to buy this one!!
4,Yum-o
3,On sale
3,Best Coffee
3,Jamaica Me Crazy is our favorite K-Cup so far
4,"IMO, perfect."
4,"Excellent smooth, light coffee.  Good anytime."
2,Good taste but secretly  DECAF
2,1 down 47 to go
4,Wolfgand Puck Rodeo Drive K-cup
4,Delicious
3,Not as good
3,I would buy it again
4,Smooth & Delish
4,"Mmm, mm, great coffee aroma!"
4,"Yum!  Rich, strong, and not bitter."
4,Yummy hazelnut
1,Coffee
4,great
4,Wolfgang Puck Hawaiian Hazelnut
4,Best flavor available!
4,Favorite Of The Keurig Coffee K-cups
2,coffee lover
3,Works for me.
4,You don't have to look any further
4,"Should be titled ""best flavored coffee ever!"""
3,my very fav k cup coffee!
4,Perfect blend
4,Excellent Brew
2,Pretty Good
4,Jamaica Me Crazy Coffee
0,"I don't enjoy this ""coffee"""
0,If there were no other coffee in the house
0,caramel
2,Unremarkable
2,Unremarkable
4,Excellent coffee
4,Jamaica Me Crazy K-Cups
4,Wolfgang Puck Keurig Cup Coffee
4,Just Right Anytime of Day!
4,"Great, smooth-tasting coffee!"
1,Either I got a bad batch or....
4,Great flavor
4,Wolfgang Puck Sumatra
3,"Not Bad! Smooth, Not Bitter, Plenty Strong But Not Too Strong."
2,"Great coffee, problematic k-cups!"
2,Didn't say anywhere it was coconut favored!
4,bought this for a friend
3,yum
3,Wish I were in Hawaii
0,Poor quality Kcups
4,Great coffee
2,A little too much bitterness & acid
4,A Good Daily Roast
4,One of the best for Puck k-cups.
4,One of my favorites!
3,Very satisfied with my purchase as always with Amazon
3,A bolder Columbian
3,I liked it
2,Just OK coffee.
4,Great Coffee
2,Jamaca me flavorful
